accuracy,loss,val_accuracy,val_loss,learning_rate
0.8487709164619446,0.44059503078460693,0.9183891415596008,0.24284298717975616,0.0010000000474974513
0.8923227787017822,0.2919695973396301,0.9219529628753662,0.22353270649909973,0.0010000000474974513
0.9009618759155273,0.2731780707836151,0.9201710820198059,0.2110755294561386,0.0010000000474974513
0.9014962315559387,0.26485225558280945,0.9269422888755798,0.20518510043621063,0.0010000000474974513
0.9064837694168091,0.24932199716567993,0.9305060505867004,0.1969851851463318,0.0010000000474974513
0.9060384631156921,0.24608214199543,0.9308624267578125,0.19821788370609283,0.0010000000474974513
0.9079087972640991,0.24349813163280487,0.9265859127044678,0.20014145970344543,0.0010000000474974513
0.908799409866333,0.23654727637767792,0.9283677935600281,0.19525615870952606,0.0010000000474974513
0.9136978983879089,0.2283724695444107,0.9308624267578125,0.19678208231925964,0.0010000000474974513
0.9111150503158569,0.22931191325187683,0.9337134957313538,0.1926494687795639,0.0010000000474974513
0.913252592086792,0.2280222624540329,0.9337134957313538,0.19494926929473877,0.0010000000474974513
0.9161916375160217,0.2250346839427948,0.9301496744155884,0.18930691480636597,0.0010000000474974513
0.9159244894981384,0.22083401679992676,0.9297932982444763,0.19634994864463806,0.0010000000474974513
0.9140541553497314,0.22218018770217896,0.9308624267578125,0.1976732313632965,0.0010000000474974513
0.9150338172912598,0.2227461338043213,0.9301496744155884,0.1901479810476303,0.0010000000474974513
